,year,month,day,weight,flag,station,co2
664,1971,12,25,7,0,MLO,326.3
665,1972,1,1,6,0,MLO,326.6
666,1972,1,8,7,0,MLO,326.6
667,1972,1,15,7,0,MLO,326.6
668,1972,1,22,7,0,MLO,326.6
669,1972,1,29,7,0,MLO,327.2
670,1972,2,5,7,0,MLO,327.4
671,1972,2,12,7,0,MLO,327.9
672,1972,2,19,7,0,MLO,327.8
673,1972,2,26,7,0,MLO,327.4
674,1972,3,4,7,0,MLO,327.5
675,1972,3,11,6,0,MLO,327.1
676,1972,3,18,7,0,MLO,327.7
677,1972,3,25,4,0,MLO,328.6
678,1972,4,1,6,0,MLO,328.9
679,1972,4,8,7,0,MLO,329.4
680,1972,4,15,7,0,MLO,329.8
681,1972,4,22,7,0,MLO,330.1
682,1972,4,29,6,0,MLO,330.0
683,1972,5,6,7,0,MLO,330.0
684,1972,5,13,7,0,MLO,329.7
685,1972,5,20,7,0,MLO,330.1
686,1972,5,27,7,0,MLO,330.2
687,1972,6,3,7,0,MLO,329.7
688,1972,6,10,5,0,MLO,329.1
689,1972,6,17,7,0,MLO,329.0
690,1972,6,24,7,0,MLO,328.5
691,1972,7,1,7,0,MLO,328.6
692,1972,7,8,7,0,MLO,328.3
693,1972,7,15,7,0,MLO,327.7
694,1972,7,22,5,0,MLO,328.1
695,1972,7,29,5,0,MLO,327.5
696,1972,8,5,7,0,MLO,326.9
697,1972,8,12,7,0,MLO,326.6
698,1972,8,19,7,0,MLO,326.5
699,1972,8,26,7,0,MLO,325.0
700,1972,9,2,7,0,MLO,325.4
701,1972,9,9,7,0,MLO,325.7
702,1972,9,16,7,0,MLO,324.8
703,1972,9,23,7,0,MLO,324.2
704,1972,9,30,6,0,MLO,324.2
705,1972,10,7,6,0,MLO,324.8
706,1972,10,14,5,0,MLO,325.5
707,1972,10,21,7,0,MLO,325.1
708,1972,10,28,7,0,MLO,325.8
709,1972,11,4,7,0,MLO,326.3
710,1972,11,11,6,0,MLO,326.1
711,1972,11,18,7,0,MLO,326.4
712,1972,11,25,7,0,MLO,326.9
713,1972,12,2,7,0,MLO,326.9
714,1972,12,9,7,0,MLO,327.1
715,1972,12,16,7,0,MLO,327.6
716,1972,12,23,6,0,MLO,327.9
717,1972,12,30,7,0,MLO,328.2
718,1973,1,6,5,0,MLO,328.4
719,1973,1,13,7,0,MLO,328.4
720,1973,1,20,5,0,MLO,328.6
721,1973,1,27,7,0,MLO,328.8
722,1973,2,3,6,0,MLO,329.1
723,1973,2,10,7,0,MLO,329.5
724,1973,2,17,7,0,MLO,329.6
725,1973,2,24,7,0,MLO,329.7
726,1973,3,3,6,0,MLO,329.9
727,1973,3,10,7,0,MLO,330.1
728,1973,3,17,5,0,MLO,330.5
729,1973,3,24,4,0,MLO,330.8
730,1973,3,31,7,0,MLO,330.6
731,1973,4,7,7,0,MLO,331.2
732,1973,4,14,7,0,MLO,331.1
733,1973,4,21,6,0,MLO,331.9
734,1973,4,28,4,0,MLO,332.1
735,1973,5,5,7,0,MLO,332.2
736,1973,5,12,7,0,MLO,332.3
737,1973,5,19,7,0,MLO,332.6
738,1973,5,26,6,0,MLO,332.5
739,1973,6,2,6,0,MLO,332.2
740,1973,6,9,7,0,MLO,332.5
741,1973,6,16,7,0,MLO,332.0
742,1973,6,23,7,0,MLO,331.6
743,1973,6,30,4,0,MLO,331.4
744,1973,7,7,6,0,MLO,331.5
745,1973,7,14,5,0,MLO,331.0
746,1973,7,21,5,0,MLO,330.0
747,1973,7,28,3,0,MLO,330.1
748,1973,8,4,4,0,MLO,330.0
749,1973,8,11,5,0,MLO,329.5
750,1973,8,18,4,0,MLO,329.3
751,1973,8,25,6,0,MLO,328.5
752,1973,9,1,5,0,MLO,328.4
753,1973,9,8,5,0,MLO,327.6
754,1973,9,15,5,0,MLO,327.8
755,1973,9,22,5,0,MLO,327.1
756,1973,9,29,2,0,MLO,326.6
757,1973,10,6,7,0,MLO,327.0
758,1973,10,13,4,0,MLO,327.4
759,1973,10,20,7,0,MLO,327.4
760,1973,10,27,6,0,MLO,327.1
761,1973,11,3,4,0,MLO,327.5
762,1973,11,10,5,0,MLO,328.0
763,1973,11,17,6,0,MLO,328.2
764,1973,11,24,5,0,MLO,328.5
765,1973,12,1,6,0,MLO,329.0
766,1973,12,8,2,0,MLO,328.7
767,1973,12,15,7,0,MLO,328.6
768,1973,12,22,7,0,MLO,328.2
769,1973,12,29,5,0,MLO,328.7
770,1974,1,5,7,0,MLO,328.9
771,1974,1,12,7,0,MLO,329.2
772,1974,1,19,6,0,MLO,329.4
773,1974,1,26,6,0,MLO,329.8
774,1974,2,2,7,0,MLO,330.5
775,1974,2,9,7,0,MLO,330.8
776,1974,2,16,7,0,MLO,330.6
777,1974,2,23,7,0,MLO,330.6
778,1974,3,2,7,0,MLO,330.7
779,1974,3,9,6,0,MLO,331.2
780,1974,3,16,7,0,MLO,332.1
781,1974,3,23,7,0,MLO,332.0
782,1974,3,30,7,0,MLO,331.5
783,1974,4,6,7,0,MLO,332.4
784,1974,4,13,7,0,MLO,332.1
785,1974,4,20,7,0,MLO,332.9
786,1974,4,27,7,0,MLO,333.1
787,1974,5,4,7,0,MLO,332.9
788,1974,5,11,7,0,MLO,333.0
789,1974,5,18,7,0,MLO,333.2
790,1974,5,25,7,0,MLO,332.8
791,1974,6,1,7,0,MLO,332.9
792,1974,6,8,6,0,MLO,332.0
793,1974,6,15,5,0,MLO,332.0
794,1974,6,22,6,0,MLO,332.2
795,1974,6,29,5,0,MLO,331.7
796,1974,7,6,6,0,MLO,331.7
797,1974,7,13,7,0,MLO,331.2
798,1974,7,20,5,0,MLO,330.4
799,1974,7,27,3,0,MLO,331.0
800,1974,8,3,6,0,MLO,330.0
801,1974,8,10,5,0,MLO,329.9
802,1974,8,17,6,0,MLO,329.2
803,1974,8,24,6,0,MLO,328.9
804,1974,8,31,7,0,MLO,328.1
805,1974,9,7,7,0,MLO,328.0
806,1974,9,14,7,0,MLO,327.3
807,1974,9,21,7,0,MLO,326.9
808,1974,9,28,7,0,MLO,327.3
809,1974,10,5,6,0,MLO,327.3
810,1974,10,12,6,0,MLO,327.0
811,1974,10,19,7,0,MLO,327.5
812,1974,10,26,7,0,MLO,327.7
813,1974,11,2,7,0,MLO,327.9
814,1974,11,9,7,0,MLO,328.0
815,1974,11,16,6,0,MLO,328.8
816,1974,11,23,6,0,MLO,328.6
817,1974,11,30,3,0,MLO,328.7
818,1974,12,7,2,0,MLO,329.5
819,1974,12,14,4,0,MLO,329.7
820,1974,12,21,7,0,MLO,329.8
821,1974,12,28,7,0,MLO,329.7
822,1975,1,4,4,0,MLO,329.9
823,1975,1,11,4,0,MLO,329.8
824,1975,1,18,4,0,MLO,330.2
825,1975,1,25,7,0,MLO,331.1
826,1975,2,1,6,0,MLO,331.1
827,1975,2,8,7,0,MLO,331.4
828,1975,2,15,7,0,MLO,331.0
829,1975,2,22,5,0,MLO,331.7
830,1975,3,1,7,0,MLO,331.8
831,1975,3,8,7,0,MLO,331.6
832,1975,3,15,7,0,MLO,331.9
833,1975,3,22,7,0,MLO,332.2
834,1975,3,29,6,0,MLO,332.5
835,1975,4,5,7,0,MLO,333.0
836,1975,4,12,6,0,MLO,333.5
837,1975,4,19,7,0,MLO,333.5
838,1975,4,26,7,0,MLO,333.1
839,1975,5,3,7,0,MLO,333.9
840,1975,5,10,7,0,MLO,333.9
841,1975,5,17,7,0,MLO,333.7
842,1975,5,24,7,0,MLO,333.7
843,1975,5,31,7,0,MLO,334.1
844,1975,6,7,7,0,MLO,333.8
845,1975,6,14,6,0,MLO,333.3
846,1975,6,21,7,0,MLO,333.4
847,1975,6,28,7,0,MLO,333.1
848,1975,7,5,5,0,MLO,332.7
849,1975,7,12,7,0,MLO,332.0
850,1975,7,19,5,0,MLO,331.0
851,1975,7,26,6,0,MLO,331.5
852,1975,8,2,7,0,MLO,330.8
853,1975,8,9,7,0,MLO,330.7
854,1975,8,16,5,0,MLO,330.3
855,1975,8,23,6,0,MLO,329.3
856,1975,8,30,6,0,MLO,328.8
857,1975,9,6,6,0,MLO,329.4
858,1975,9,13,6,0,MLO,328.5
859,1975,9,20,7,0,MLO,328.0
860,1975,9,27,6,0,MLO,328.2
861,1975,10,4,6,0,MLO,328.0
862,1975,10,11,5,0,MLO,328.0
863,1975,10,18,6,0,MLO,328.5
864,1975,10,25,6,0,MLO,328.8
865,1975,11,1,4,0,MLO,329.3
866,1975,11,8,6,0,MLO,329.2
867,1975,11,15,5,0,MLO,329.1
868,1975,11,22,3,0,MLO,329.5
869,1975,11,29,5,0,MLO,330.1
870,1975,12,6,7,0,MLO,330.3
871,1975,12,13,7,0,MLO,330.5
872,1975,12,20,5,0,MLO,331.1
873,1975,12,27,5,0,MLO,331.2
874,1976,1,3,7,0,MLO,331.5
875,1976,1,10,7,0,MLO,331.5
876,1976,1,17,7,0,MLO,331.7
877,1976,1,24,7,0,MLO,331.8
878,1976,1,31,5,0,MLO,332.2
879,1976,2,7,6,0,MLO,332.1
880,1976,2,14,7,0,MLO,332.5
881,1976,2,21,6,0,MLO,333.2
882,1976,2,28,5,0,MLO,332.4
883,1976,3,6,7,0,MLO,332.8
884,1976,3,13,7,0,MLO,333.6
885,1976,3,20,3,0,MLO,333.1
886,1976,3,27,7,0,MLO,334.3
887,1976,4,3,7,0,MLO,334.7
888,1976,4,10,6,0,MLO,334.2
889,1976,4,17,6,0,MLO,334.4
890,1976,4,24,6,0,MLO,334.5
891,1976,5,1,6,0,MLO,334.7
892,1976,5,8,5,0,MLO,334.3
893,1976,5,15,7,0,MLO,334.6
894,1976,5,22,6,0,MLO,335.4
895,1976,5,29,7,0,MLO,334.8
896,1976,6,5,7,0,MLO,334.3
897,1976,6,12,7,0,MLO,334.6
898,1976,6,19,6,0,MLO,334.3
899,1976,7,3,6,0,MLO,333.6
900,1976,7,10,6,0,MLO,333.4
901,1976,7,17,4,0,MLO,332.8
902,1976,7,24,7,0,MLO,332.4
903,1976,7,31,6,0,MLO,332.1
904,1976,8,7,6,0,MLO,331.7
905,1976,8,14,6,0,MLO,330.6
906,1976,8,21,5,0,MLO,330.6
907,1976,8,28,1,0,MLO,330.0
908,1976,9,4,5,0,MLO,329.7
909,1976,9,11,4,0,MLO,330.0
910,1976,9,18,7,0,MLO,329.3
911,1976,9,25,5,0,MLO,328.4
912,1976,10,2,4,0,MLO,328.8
913,1976,10,9,4,0,MLO,329.0
914,1976,10,16,3,0,MLO,329.6
915,1976,10,23,6,0,MLO,329.1
916,1976,10,30,7,0,MLO,329.0
917,1976,11,6,5,0,MLO,329.8
918,1976,11,13,5,0,MLO,330.4
919,1976,11,20,7,0,MLO,330.5
920,1976,11,27,7,0,MLO,330.7
921,1976,12,4,7,0,MLO,331.1
922,1976,12,11,6,0,MLO,331.3
923,1976,12,18,6,0,MLO,331.9
924,1976,12,25,7,0,MLO,332.2
925,1977,1,1,7,0,MLO,332.5
926,1977,1,8,7,0,MLO,332.4
927,1977,1,15,5,0,MLO,333.1
928,1977,1,22,7,0,MLO,333.2
929,1977,1,29,5,0,MLO,333.2
930,1977,2,5,5,0,MLO,333.4
931,1977,2,12,6,0,MLO,333.3
932,1977,2,19,7,0,MLO,333.4
933,1977,2,26,7,0,MLO,333.6
934,1977,3,5,6,0,MLO,334.1
935,1977,3,12,7,0,MLO,334.6
936,1977,3,19,7,0,MLO,335.1
937,1977,3,26,7,0,MLO,335.0
938,1977,4,2,7,0,MLO,335.5
939,1977,4,9,7,0,MLO,335.9
940,1977,4,16,7,0,MLO,336.0
941,1977,4,23,7,0,MLO,336.1
942,1977,4,30,7,0,MLO,336.7
943,1977,5,7,7,0,MLO,336.8
944,1977,5,14,7,0,MLO,336.4
945,1977,5,21,7,0,MLO,336.8
946,1977,5,28,7,0,MLO,336.7
947,1977,6,4,7,0,MLO,336.4
948,1977,6,11,6,0,MLO,336.3
949,1977,6,18,7,0,MLO,336.1
950,1977,6,25,7,0,MLO,336.0
951,1977,7,2,6,0,MLO,335.5
952,1977,7,9,6,0,MLO,335.1
953,1977,7,16,4,0,MLO,335.1
954,1977,7,23,5,0,MLO,334.6
955,1977,7,30,3,0,MLO,333.7
956,1977,8,6,7,0,MLO,333.0
957,1977,8,13,2,0,MLO,332.9
958,1977,8,20,1,0,MLO,332.8
959,1977,8,27,2,0,MLO,332.8
960,1977,9,3,3,0,MLO,332.1
961,1977,9,10,1,0,MLO,331.2
962,1977,9,17,2,0,MLO,332.1
963,1977,9,24,2,0,MLO,330.9
964,1977,10,1,3,0,MLO,330.4
965,1977,10,8,5,0,MLO,330.9
966,1977,10,15,4,0,MLO,331.5
967,1977,10,22,1,0,MLO,331.5
968,1977,10,29,2,0,MLO,331.7
969,1977,11,5,4,0,MLO,332.1
970,1977,11,12,2,0,MLO,332.0
971,1977,11,19,2,0,MLO,332.5
972,1977,11,26,5,0,MLO,332.8
973,1977,12,3,6,0,MLO,333.2
974,1977,12,10,6,0,MLO,333.5
975,1977,12,17,7,0,MLO,333.8
976,1977,12,24,6,0,MLO,334.2
977,1977,12,31,7,0,MLO,334.6
978,1978,1,7,7,0,MLO,334.2
979,1978,1,14,7,0,MLO,334.6
980,1978,1,21,7,0,MLO,335.4
981,1978,1,28,5,0,MLO,335.9
982,1978,2,4,7,0,MLO,335.0
983,1978,2,11,6,0,MLO,335.1
984,1978,2,18,7,0,MLO,335.6
985,1978,2,25,7,0,MLO,335.7
986,1978,3,4,7,0,MLO,336.2
987,1978,3,11,7,0,MLO,336.1
988,1978,3,18,5,0,MLO,336.8
989,1978,3,25,7,0,MLO,337.3
990,1978,4,1,4,0,MLO,337.0
991,1978,4,8,6,0,MLO,337.9
992,1978,4,15,6,0,MLO,337.9
993,1978,4,22,5,0,MLO,337.4
994,1978,4,29,7,0,MLO,338.0
995,1978,5,6,6,0,MLO,338.0
996,1978,5,13,7,0,MLO,338.1
997,1978,5,20,7,0,MLO,337.8
998,1978,5,27,7,0,MLO,337.9
999,1978,6,3,1,0,MLO,338.4
1000,1978,6,10,2,0,MLO,338.2
1001,1978,6,17,4,0,MLO,337.8
1002,1978,6,24,5,0,MLO,337.3
1003,1978,7,1,2,0,MLO,337.6
1004,1978,7,8,6,0,MLO,336.7
1005,1978,7,15,7,0,MLO,336.7
1006,1978,7,22,7,0,MLO,335.9
1007,1978,7,29,6,0,MLO,335.6
1008,1978,8,5,7,0,MLO,335.1
1009,1978,8,12,7,0,MLO,334.8
1010,1978,8,19,2,0,MLO,334.4
1011,1978,8,26,4,0,MLO,334.3
1012,1978,9,2,4,0,MLO,333.8
1013,1978,9,9,4,0,MLO,332.8
1014,1978,9,16,5,0,MLO,332.1
1015,1978,9,23,3,0,MLO,332.3
1016,1978,9,30,6,0,MLO,332.7
1017,1978,10,7,5,0,MLO,332.1
1018,1978,10,14,4,0,MLO,332.4
1019,1978,10,21,4,0,MLO,333.0
1020,1978,10,28,3,0,MLO,333.1
1021,1978,11,4,6,0,MLO,333.5
1022,1978,11,11,5,0,MLO,333.8
1023,1978,11,18,4,0,MLO,333.8
1024,1978,11,25,5,0,MLO,334.2
1025,1978,12,2,2,0,MLO,334.5
1026,1978,12,9,6,0,MLO,334.8
1027,1978,12,16,6,0,MLO,335.1
1028,1978,12,23,6,0,MLO,335.1
1029,1978,12,30,7,0,MLO,335.3
1030,1979,1,6,7,0,MLO,335.3
1031,1979,1,13,6,0,MLO,335.9
1032,1979,1,20,7,0,MLO,336.8
1033,1979,1,27,5,0,MLO,336.9
1034,1979,2,3,6,0,MLO,336.9
1035,1979,2,10,5,0,MLO,336.5
1036,1979,2,17,7,0,MLO,336.7
1037,1979,2,24,7,0,MLO,336.7
1038,1979,3,3,6,0,MLO,337.1
1039,1979,3,10,5,0,MLO,337.7
1040,1979,3,17,4,0,MLO,337.4
1041,1979,3,24,5,0,MLO,339.0
1042,1979,3,31,7,0,MLO,338.8
1043,1979,4,7,4,0,MLO,338.1
1044,1979,4,14,7,0,MLO,338.6
1045,1979,4,21,7,0,MLO,339.2
1046,1979,4,28,6,0,MLO,339.6
1047,1979,5,5,7,0,MLO,339.3
1048,1979,5,12,5,0,MLO,338.8
1049,1979,5,19,5,0,MLO,339.8
1050,1979,5,26,7,0,MLO,339.6
1051,1979,6,2,4,0,MLO,339.9
1052,1979,6,9,6,0,MLO,339.5
1053,1979,6,16,5,0,MLO,338.9
1054,1979,6,23,5,0,MLO,338.9
1055,1979,6,30,2,0,MLO,339.0
1056,1979,7,7,4,0,MLO,338.2
1057,1979,7,14,6,0,MLO,337.8
1058,1979,7,21,6,0,MLO,337.3
1059,1979,7,28,5,0,MLO,336.8
1060,1979,8,4,5,0,MLO,337.0
1061,1979,8,11,7,0,MLO,336.5
1062,1979,8,18,6,0,MLO,336.1
1063,1979,8,25,5,0,MLO,334.5
1064,1979,9,1,7,0,MLO,334.4
1065,1979,9,8,3,0,MLO,334.0
1066,1979,9,15,4,0,MLO,334.2
1067,1979,9,22,5,0,MLO,333.2
1068,1979,9,29,5,0,MLO,334.1
1069,1979,10,6,4,0,MLO,334.1
1070,1979,10,13,6,0,MLO,333.9
1071,1979,10,20,7,0,MLO,333.7
1072,1979,10,27,5,0,MLO,334.1
1073,1979,11,3,6,0,MLO,334.7
1074,1979,11,10,6,0,MLO,334.8
1075,1979,11,17,6,0,MLO,335.5
1076,1979,11,24,5,0,MLO,335.6
1077,1979,12,1,6,0,MLO,335.9
1078,1979,12,8,4,0,MLO,336.5
1079,1979,12,15,6,0,MLO,336.7
1080,1979,12,22,6,0,MLO,336.8
1081,1979,12,29,7,0,MLO,337.4
1082,1980,1,5,7,0,MLO,337.6
1083,1980,1,12,6,0,MLO,337.4
1084,1980,1,19,7,0,MLO,338.3
1085,1980,1,26,7,0,MLO,338.4
1086,1980,2,2,6,0,MLO,338.0
1087,1980,2,9,5,0,MLO,338.1
1088,1980,2,16,7,0,MLO,338.6
1089,1980,2,23,6,0,MLO,338.2
1090,1980,3,1,6,0,MLO,339.3
1091,1980,3,8,6,0,MLO,339.5
1092,1980,3,15,6,0,MLO,340.0
1093,1980,3,22,6,0,MLO,340.5
1094,1980,3,29,7,0,MLO,341.0
1095,1980,4,5,4,0,MLO,340.4
1096,1980,4,12,4,0,MLO,340.9
1097,1980,4,19,6,0,MLO,340.7
1098,1980,4,26,6,0,MLO,341.0
1099,1980,5,3,5,0,MLO,341.5
1100,1980,5,10,6,0,MLO,341.3
1101,1980,5,17,5,0,MLO,341.3
1102,1980,5,24,5,0,MLO,340.9
1103,1980,5,31,7,0,MLO,341.7
1104,1980,6,7,3,0,MLO,341.3
1105,1980,6,14,7,0,MLO,341.3
1106,1980,6,21,6,0,MLO,340.8
1107,1980,6,28,3,0,MLO,340.4
1108,1980,7,5,6,0,MLO,340.4
1109,1980,7,12,5,0,MLO,339.7
1110,1980,7,19,3,0,MLO,338.5
1111,1980,7,26,6,0,MLO,338.9
1112,1980,8,2,6,0,MLO,337.9
1113,1980,8,9,5,0,MLO,337.7
1114,1980,8,16,4,0,MLO,337.7
1115,1980,8,23,3,0,MLO,337.7
1116,1980,8,30,3,0,MLO,337.0
1117,1980,9,6,4,0,MLO,336.6
1118,1980,9,13,4,0,MLO,335.7
1119,1980,9,20,5,0,MLO,335.2
1120,1980,9,27,4,0,MLO,336.0
1121,1980,10,4,4,0,MLO,335.8
1122,1980,10,11,7,0,MLO,335.8
1123,1980,10,18,7,0,MLO,336.1
1124,1980,10,25,5,0,MLO,336.4
1125,1980,11,1,7,0,MLO,336.6
1126,1980,11,8,7,0,MLO,336.9
1127,1980,11,15,6,0,MLO,337.1
1128,1980,11,22,7,0,MLO,337.3
1129,1980,11,29,7,0,MLO,337.4
1130,1980,12,6,4,0,MLO,337.7
1131,1980,12,13,7,0,MLO,338.1
1132,1980,12,20,7,0,MLO,338.3
1133,1980,12,27,7,0,MLO,338.7
1134,1981,1,3,7,0,MLO,338.9
1135,1981,1,10,7,0,MLO,339.1
1136,1981,1,17,7,0,MLO,339.3
1137,1981,1,24,7,0,MLO,339.3
1138,1981,1,31,6,0,MLO,339.5
1139,1981,2,7,7,0,MLO,340.5
1140,1981,2,14,4,0,MLO,340.0
1141,1981,2,21,5,0,MLO,340.2
1142,1981,2,28,6,0,MLO,341.1
1143,1981,3,7,4,0,MLO,340.7
1144,1981,3,14,6,0,MLO,341.0
1145,1981,3,21,5,0,MLO,341.8
1146,1981,3,28,6,0,MLO,342.1
1147,1981,4,4,5,0,MLO,342.4
1148,1981,4,11,6,0,MLO,342.4
1149,1981,4,18,7,0,MLO,342.7
1150,1981,4,25,7,0,MLO,342.3
1151,1981,5,2,7,0,MLO,342.9
1152,1981,5,9,7,0,MLO,343.0
1153,1981,5,16,7,0,MLO,342.8
1154,1981,5,23,7,0,MLO,342.7
1155,1981,5,30,7,0,MLO,342.7
1156,1981,6,6,7,0,MLO,342.6
1157,1981,6,13,7,0,MLO,342.5
1158,1981,6,20,7,0,MLO,341.8
1159,1981,6,27,5,0,MLO,341.6
1160,1981,7,4,5,0,MLO,341.0
1161,1981,7,11,7,0,MLO,340.8
1162,1981,7,18,4,0,MLO,339.7
1163,1981,7,25,4,0,MLO,340.2
1164,1981,8,1,5,0,MLO,339.5
1165,1981,8,8,5,0,MLO,338.9
1166,1981,8,15,6,0,MLO,338.4
1167,1981,8,22,5,0,MLO,337.5
1168,1981,8,29,4,0,MLO,337.7
1169,1981,9,5,7,0,MLO,337.2
1170,1981,9,12,3,0,MLO,337.0
1171,1981,9,19,7,0,MLO,336.7
1172,1981,9,26,5,0,MLO,335.9
1173,1981,10,3,6,0,MLO,336.3
1174,1981,10,10,4,0,MLO,336.6
1175,1981,10,17,7,0,MLO,337.1
1176,1981,10,24,5,0,MLO,337.2
1177,1981,10,31,6,0,MLO,337.5
1178,1981,11,7,6,0,MLO,337.8
1179,1981,11,14,6,0,MLO,338.1
1180,1981,11,21,4,0,MLO,338.5
1181,1981,11,28,6,0,MLO,339.3
1182,1981,12,5,5,0,MLO,339.2
1183,1981,12,12,7,0,MLO,339.4
1184,1981,12,19,6,0,MLO,339.6
1185,1981,12,26,4,0,MLO,340.2
1186,1982,1,2,5,0,MLO,340.2
1187,1982,1,9,7,0,MLO,340.3
1188,1982,1,16,5,0,MLO,340.7
1189,1982,1,23,6,0,MLO,341.1
1190,1982,1,30,7,0,MLO,341.2
1191,1982,2,6,7,0,MLO,341.9
1192,1982,2,13,6,0,MLO,341.1
1193,1982,2,20,4,0,MLO,341.1
1194,1982,2,27,5,0,MLO,342.1
1195,1982,3,6,6,0,MLO,342.6
1196,1982,3,13,4,0,MLO,342.6
1197,1982,3,20,1,0,MLO,342.7
1198,1982,3,27,4,0,MLO,342.8
1199,1982,4,3,6,0,MLO,342.9
1200,1982,4,10,6,0,MLO,343.3
1201,1982,4,17,6,0,MLO,343.5
1202,1982,4,24,5,0,MLO,344.2
1203,1982,5,1,4,0,MLO,343.8
1204,1982,5,8,1,0,MLO,343.6
1205,1982,5,15,3,0,MLO,344.2
1206,1982,5,22,6,0,MLO,344.1
1207,1982,5,29,6,0,MLO,344.1
1208,1982,6,5,6,0,MLO,343.4
1209,1982,6,12,7,0,MLO,343.5
1210,1982,6,19,3,0,MLO,343.4
1211,1982,6,26,4,0,MLO,342.9
1212,1982,7,3,7,0,MLO,342.5
1213,1982,7,10,6,0,MLO,342.0
1214,1982,7,17,5,0,MLO,342.0
1215,1982,7,24,4,0,MLO,341.8
1216,1982,7,31,6,0,MLO,341.3
1217,1982,8,7,6,0,MLO,340.5
1218,1982,8,14,6,0,MLO,340.0
1219,1982,8,21,3,0,MLO,339.7
1220,1982,8,28,5,0,MLO,338.3
1221,1982,9,4,5,0,MLO,338.8
1222,1982,9,11,6,0,MLO,338.6
1223,1982,9,18,2,0,MLO,337.8
1224,1982,9,25,6,0,MLO,336.9
1225,1982,10,2,4,0,MLO,337.3
1226,1982,10,9,5,0,MLO,338.0
1227,1982,10,16,4,0,MLO,337.6
1228,1982,10,23,4,0,MLO,337.9
1229,1982,10,30,5,0,MLO,338.7
1230,1982,11,6,5,0,MLO,338.4
1231,1982,11,13,6,0,MLO,339.2
1232,1982,11,20,6,0,MLO,339.7
1233,1982,11,27,4,0,MLO,339.8
1234,1982,12,4,6,0,MLO,339.8
1235,1982,12,11,5,0,MLO,340.4
1236,1982,12,18,7,0,MLO,340.7
1237,1982,12,25,5,0,MLO,340.8
1238,1983,1,1,5,0,MLO,340.9
1239,1983,1,8,5,0,MLO,341.4
1240,1983,1,15,6,0,MLO,341.5
1241,1983,1,22,7,0,MLO,341.2
1242,1983,1,29,7,0,MLO,341.7
1243,1983,2,5,6,0,MLO,342.0
1244,1983,2,12,7,0,MLO,342.7
1245,1983,2,19,6,0,MLO,342.5
1246,1983,2,26,6,0,MLO,342.8
1247,1983,3,5,7,0,MLO,342.3
1248,1983,3,12,7,0,MLO,342.5
1249,1983,3,19,5,0,MLO,344.0
1250,1983,3,26,5,0,MLO,343.8
1251,1983,4,2,7,0,MLO,344.0
1252,1983,4,9,6,0,MLO,344.8
1253,1983,4,16,7,0,MLO,345.0
1254,1983,4,23,7,0,MLO,345.3
1255,1983,4,30,7,0,MLO,345.4
1256,1983,5,7,5,0,MLO,345.4
1257,1983,5,14,6,0,MLO,345.7
1258,1983,5,21,6,0,MLO,345.8
1259,1983,5,28,7,0,MLO,345.7
1260,1983,6,4,5,0,MLO,345.6
1261,1983,6,11,5,0,MLO,345.6
1262,1983,6,18,7,0,MLO,345.0
1263,1983,6,25,6,0,MLO,344.9
1264,1983,7,2,6,0,MLO,344.7
1265,1983,7,9,4,0,MLO,344.5
1266,1983,7,16,3,0,MLO,343.7
1267,1983,7,23,6,0,MLO,343.6
1268,1983,7,30,4,0,MLO,342.6
1269,1983,8,6,5,0,MLO,343.0
1270,1983,8,13,2,0,MLO,341.7
1271,1983,8,20,3,0,MLO,342.1
1272,1983,8,27,6,0,MLO,341.8
1273,1983,9,3,3,0,MLO,339.9
1274,1983,9,10,5,0,MLO,339.9
1275,1983,9,17,5,0,MLO,339.8
1276,1983,9,24,4,0,MLO,339.9
1277,1983,10,1,6,0,MLO,339.8
1278,1983,10,8,7,0,MLO,339.7
1279,1983,10,15,6,0,MLO,340.1
1280,1983,10,22,6,0,MLO,340.2
1281,1983,10,29,7,0,MLO,340.3
1282,1983,11,5,7,0,MLO,340.8
1283,1983,11,12,7,0,MLO,341.0
1284,1983,11,19,6,0,MLO,341.1
1285,1983,11,26,7,0,MLO,341.7
1286,1983,12,3,6,0,MLO,341.8
1287,1983,12,10,2,0,MLO,342.8
1288,1983,12,17,7,0,MLO,343.3
1289,1983,12,24,7,0,MLO,343.6
1290,1983,12,31,7,0,MLO,343.4
1291,1984,1,7,7,0,MLO,343.7
1292,1984,1,14,5,0,MLO,343.4
1293,1984,1,21,5,0,MLO,343.5
1294,1984,1,28,5,0,MLO,344.1
1295,1984,2,4,5,0,MLO,344.3
1296,1984,2,11,7,0,MLO,344.5
1297,1984,2,18,5,0,MLO,344.3
1298,1984,2,25,6,0,MLO,344.6
1299,1984,3,3,7,0,MLO,344.8
1300,1984,3,10,6,0,MLO,344.9
1301,1984,3,17,6,0,MLO,345.4
1302,1984,3,24,5,0,MLO,345.6
1303,1984,4,28,2,0,MLO,347.4
1304,1984,5,5,6,0,MLO,347.4
1305,1984,5,12,3,0,MLO,347.7
1306,1984,5,19,5,0,MLO,347.3
1307,1984,5,26,5,0,MLO,347.0
1308,1984,6,2,5,0,MLO,347.0
1309,1984,6,9,6,0,MLO,347.0
1310,1984,6,16,3,0,MLO,346.8
1311,1984,6,23,5,0,MLO,346.3
1312,1984,6,30,6,0,MLO,346.2
1313,1984,7,7,4,0,MLO,345.8
